Melyik állítás igaz?<br>a) Az apaság vélelme megdönthető.<br>b) A fikció esetén lehetőség van az ellenkező bizonyítására.<br>c) A 14. életévét be nem töltött személy cselekvőképtelenségének vélelme megdönthető.<br>d) A fikció legfontosabb jogi következménye a bizonyítási teher megfordítása.	Az apaság vélelme megdönthető.
Egy jogszabály érvényességének hány feltétele van? Sorolja is fel ezeket.<br>a) 3, a következők: megfelelő szerv; megfelelő eljárás; kihirdetés;<br>b) 4, a következők: megfelelő szerv; megfelelő eljárás; kihirdetés; hierarchiába illeszkedés<br>c) 2, a következők: megfelelő eljárás; kihirdetés<br>d) 5, a következők: megfelelő szerv; megfelelő eljárás; kihirdetés; hierarchiába illeszkedés; nemzetközi jóváhagyás	4, a következők: megfelelő szerv; megfelelő eljárás; kihirdetés; hierarchiába illeszkedés
Melyik állítás igaz?<br>a) A jogszabály időbeli hatálya nem lehet visszamenőleges.<br>b) A magyar jogszabályok területi hatálya Magyarország teljes területe.<br>c) Egy jogszabály lehet egyidejűleg érvényes, de nem hatályos.<br>d) Egy jogszabály lehet egyidejűleg hatályos és érvénytelen.	Egy jogszabály lehet egyidejűleg érvényes, de nem hatályos.
Melyik állítás igaz?<br>a) Egy magyar jogszabály minden magyar állampolgárra vonatkozik.<br>b) Egy jogszabály csak a jövőre vonatkozóan állapíthat meg kötelezettséget.<br>c) A személyi hatály azt határozza meg, hogy ki alkotta a jogszabályt.<br>d) Egy magyar jogszabály csak magyar állampolgárokra vonatkozik.	Egy jogszabály csak a jövőre vonatkozóan állapíthat meg kötelezettséget.
Melyik állítás igaz?<br>a) Egy jogszabály nem érvényes, ha a köztársasági elnök nem írta alá.<br>b) Egy törvény nem érvényes, ha ellenkezik egy rendelettel.<br>c) Egy jogszabály nem érvényes, ha nem hirdették ki.<br>d) Mindhárom fenti állítás hamis.	Egy jogszabály nem érvényes, ha nem hirdették ki.
Melyik állítás igaz?<br>a) Egy jogszabály nem érvényes, ha a köztársasági elnök nem írta alá.<br>b) Egy rendelet nem érvényes, ha ellenkezik egy törvénnyel.<br>c) Egy jogszabály akkor is érvényes, ha nem hirdették ki.<br>d) Mindhárom fenti állítás hamis.	Egy rendelet nem érvényes, ha ellenkezik egy törvénnyel.
Melyik állítás igaz?<br>a) A jogszabályok tudományos értelmezésének csak az adott ügyben van kötelező ereje.<br>b) A jogalkotói jogszabály értelmezés minden címzettre nézve kötelező.<br>c) A jogalkalmazói jogszabály értelmezésnek nincs kötelező ereje.<br>d) A jogalkotói jogszabály értelmezés tilos.	A jogalkotói jogszabály értelmezés minden címzettre nézve kötelező.
Melyik állítás igaz?<br>a) A közigazgatási szervek eljárása mindig kezdeményezésre indul.<br>b) A jogalanyok önkéntes jogkövetését is jogalkalmazásnak tekintjük.<br>c) A jogalkalmazás célja mindig valamilyen jogsérelem orvoslása.<br>d) A jogalkalmazás utolsó lépése a tényállás megállapítása.	A jogalanyok önkéntes jogkövetését is jogalkalmazásnak tekintjük.
Melyik nem következhet be a jogalkalmazás eredményeképpen?<br>a) Jogviszony keletkezése.<br>b) Jogviszony megszűnése.<br>c) Jogviszony módosulása.<br>d) Mindhárom fenti bekövetkezhet.	Mindhárom fenti bekövetkezhet.
Mely szerv biztosítja a bíróságok egységes jogalkalmazását?<br>a) Az alkotmánybíróság.<br>b) A törvényszék.<br>c) Az ítélőtábla.<br>d) A Kúria.	A Kúria.
Mely szerv biztosítja a bíróságok egységes jogalkalmazását?<br>a) Az alkotmánybíróság.<br>b) Az ítélőtábla.<br>c) A Kúria.<br>d) Egyik sem.	A Kúria.
Melyik nem tartozik a jogszabály értelmezésének módszerei közé?<br>a) A rendszertani értelmezés.<br>b) A történeti értelmezés.<br>c) A módszertani értelmezés.<br>d) A logikai értelmezés.	A módszertani értelmezés.
A jogviszony szerkezeti elemei közé tartozik<br>a) a jogviszony helye.<br>b) a jogviszony ideje.<br>c) a jogviszony tartalma.<br>d) Egyik sem.	a jogviszony tartalma.
Ingatlan adásvételi szerződés esetén a jogviszony tárgya<br>a) a vételár kifizetése.<br>b) a tulajdonjog átruházása.<br>c) az ingatlan.<br>d) Egyik sem.	az ingatlan.
Melyik állítás hamis?<br>a) A kötelmi jogban a relatív szerkezetű jogviszonyok jellemzők.<br>b) A tulajdonjog abszolút szerkezetű jogviszony.<br>c) Ha több, mint 2 fél szerepel a szerződésben, az abszolút szerkezetű jogviszonyt eredményez.<br>d) A károkozás relatív szerkezetű jogviszonyt teremt.	Ha több, mint 2 fél szerepel a szerződésben, az abszolút szerkezetű jogviszonyt eredményez.
Az alábbiak közül melyik nem rendelkezik jogi személyiséggel?<br>a) Az Állam.<br>b) Az egyesület.<br>c) A társasház.<br>d) Mindegyik rendelkezik.	A társasház.
Az alábbiak (a,b,c) közül melyik nem rendelkezik jogi személyiséggel?<br>a) Az Állam.<br>b) Az egyesület.<br>c) Az egyetem.<br>d) Mindegyik rendelkezik. 	Mindegyik rendelkezik. 
Melyik állítás igaz?<br>a) Együttes kötelezettek bármelyikétől az egész tartozás követelhető.<br>b) Egyetemleges kötelezettek egyidejűleg, de arányosan kötelesek teljesíteni.<br>c) A kezes az adóssal fele-fele arányban köteles teljesíteni a tartozást.<br>d) Mindhárom fenti állítás hamis.	Mindhárom fenti állítás hamis.
Az alábbi 3 állítás közül melyik hamis?<br>a) Aki jogképes, az önállóan köthet szerződést.<br>b) Aki jogképes, az jogosultságok alanya lehet.<br>c) Aki betöltötte a 14. életévét az jogképes.<br>d) Mindhárom előző állítás igaz.	Aki jogképes, az önállóan köthet szerződést.
Melyik állítás igaz?<br>a) A jogképesség a születéssel kezdődik.<br>b) A jogképesség mindig a születés előtti 300-adik napon kezdődik.<br>c) A jogképesség mindig a fogamzástól kezdődik.<br>d) A magzat jogképessége feltételes.	A magzat jogképessége feltételes.
Melyik állítás igaz?<br>a) A bíróság korlátozhatja a természetes személy jogképességét.<br>b) A Ptk. nem korlátozhatja az ember cselekvőképességét.<br>c) Aki cselekvőképes, az önállóan köthet szerződést.<br>d) Mindhárom fenti állítás hamis.	Aki cselekvőképes, az önállóan köthet szerződést.
Az alábbi 3 állítás közül melyik hamis?<br>a) 17 éves személy is lehet nagykorú.<br>b) 17 éves személy is lehet cselekvőképes.<br>c) 13 éves személy is lehet korlátozottan cselekvőképes.<br>d) Mindhárom előző állítás igaz.	13 éves személy is lehet korlátozottan cselekvőképes.
Az alábbi 3 állítás közül melyik hamis?<br>a) A kiskorú személy a házasságkötéssel nagykorúvá válik.<br>b) 17 éves személy is lehet cselekvőképes.<br>c) A 13 éves személy minden esetben cselekvőképtelennek minősül.<br>d) Mindhárom előző állítás igaz.	Mindhárom előző állítás igaz.
Az alábbi 3 állítás közül melyik hamis?<br>a) Nagykorú személy is lehet cselekvőképtelen.<br>b) Kiskorú személy is lehet korlátozottan cselekvőképes.<br>c) A kiskorú személy házasságkötése minden esetben érvénytelen.<br>d) Mindhárom előző állítás igaz.	A kiskorú személy házasságkötése minden esetben érvénytelen.
Mit nem tehet meg önállóan a korlátozottan cselekvőképes kiskorú?<br>a) Tetszőleges értékű ajándékot adhat.<br>b) Tetszőleges értékű ajándékot elfogadhat.<br>c) Rendelkezhet munkával szerzett jövedelmével.<br>d) Mindhárom fenti jognyilatkozatot megteheti önállóan.	Tetszőleges értékű ajándékot adhat.
Melyik nem tartozik a gyám feladatai közé?<br>a) A gyermek gondozása, nevelése.<br>b) A gyermek vagyonának kezelése.<br>c) A gyermek törvényes képviselete.<br>d) Mindhárom fenti a gyám feladatai közé tartozik.	Mindhárom fenti a gyám feladatai közé tartozik.
Melyikkel nem feltétlenül kell rendelkeznie a jogi személynek?<br>a) Székhellyel.<br>b) Saját vagyonnal.<br>c) Telephellyel.<br>d) Képviselővel.	Telephellyel.
Ki felel a jogi személy tartozásaiért?<br>a) A vezető tisztségviselő.<br>b) A döntéshozó szerv.<br>c) A tagok és alapítók.<br>d) Egyik sem.	Egyik sem.
Mikor jön létre a jogi személy?<br>a) A létesítő okirat aláírásakor.<br>b) A bejegyzési kérelem bírósághoz történő benyújtásakor.<br>c) A bírósági nyilvántartásba vétel megtörténtekor.<br>d) A bírósági határozat kézbesítésekor.	A bírósági nyilvántartásba vétel megtörténtekor.
Ki látja el a jogi személy tulajdonosainak érdekvédelmét?<br>a) A könyvvizsgáló.<br>b) A vezető tisztségviselő.<br>c) A felügyelőbizottság.<br>d) Egyik sem.	A felügyelőbizottság.
Ki látja el a jogi személy törvényes működésének felügyeletét?<br>a) Az ügyészség.<br>b) A felügyelőbizottság.<br>c) A nyilvántartó bíróság.<br>d) Egyik sem.	A nyilvántartó bíróság.
Melyik állítás hamis?<br>a) Összeolvadásnál a korábbi jogi személyek megszűnnek.<br>b) Kiválásnál a jogi személy megszűnik.<br>c) Különválásnál a jogi személy megszűnik.<br>d) Átalakulásnál a korábbi jogi személy megszűnik.	Kiválásnál a jogi személy megszűnik.
Melyik nem tartozik a (jogi személy) jogutód nélküli megszűnés esetei közé?<br>a) A tagok kimondják a megszűnést.<br>b) A létesítő okiratban meghatározott idő eltelik.<br>c) A jogi személy tartozása meghaladja a vagyonát.<br>d) A jogosult szerv megszünteti.	A jogi személy tartozása meghaladja a vagyonát.
Melyik állítás igaz?<br>a) Alapítvány létrehozásához legalább 10 alapító szükséges.<br>b) Az egyesület megszűnik, ha tagjainak száma tartósan nem éri el a 12 főt.<br>c) Az egyesület átalakulhat alapítvánnyá.<br>d) Egyik fenti állítás sem igaz.	Egyik fenti állítás sem igaz.
Melyik állítás igaz?<br>a) Alapítvány létrehozásához legalább 10 alapító szükséges.<br>b) Az egyesület megszűnik, ha tagjainak száma tartósan nem éri el a 10 főt.<br>c) Az alapítvány átalakulhat egyesületté.<br>d) Egyik fenti állítás sem igaz.	Az egyesület megszűnik, ha tagjainak száma tartósan nem éri el a 10 főt.
Egyesületnél mely esetben kötelező a felügyelőbizottság létrehozása?<br>a) Ha a tagok több, mint negyede nem természetes személy.<br>b) Ha a tagok létszáma az 50 főt meghaladja.<br>c) Ha a könyvvizsgáló ezt kéri.<br>d) Egyik fenti esetben sem kötelező.	Egyik fenti esetben sem kötelező.
Egyesületnél mely esetben kötelező a felügyelőbizottság létrehozása?<br>a) Ha a tagok több, mint fele nem természetes személy.<br>b) Ha a tagok létszáma az 50 főt meghaladja.<br>c) Ha a könyvvizsgáló ezt kéri.<br>d) Egyik fenti esetben sem kötelező.	Ha a tagok több, mint fele nem természetes személy.
Melyik állítás igaz?<br>a) Alapítvány nem, de egyesület létrehozható gazdasági tevékenység folytatására.<br>b) Egyesület nem, de alapítvány létrehozható gazdasági tevékenység folytatására.<br>c) Sem egyesület, sem alapítvány nem hozható létre gazdasági tevékenység folytatására.<br>d) Egyesület és alapítvány is létrehozható gazdasági tevékenység folytatására.	Sem egyesület, sem alapítvány nem hozható létre gazdasági tevékenység folytatására.
Melyik jellemző a kontinentális (német) társasági modellre?<br>a) Erősen megosztott a tulajdonosi szerkezet.<br>b) Csekély a társasági formaválaszték.<br>c) A társasági szervek élesen elkülönülnek egymástól.<br>d) Egyik sem jellemző.	A társasági szervek élesen elkülönülnek egymástól.
Melyik nem jellemző az angol-amerikai társasági modellre?<br>a) A társasági jog szorosan összefonódik a tőkepiac intézményeivel.<br>b) A társaságnak egységes vezető szerve van.<br>c) A könyvvizsgáló szerepe és felelőssége csekély.<br>d) Mindegyik fenti állítás jellemző rá.	A könyvvizsgáló szerepe és felelőssége csekély.
Az alábbiak közül melyik szolgálja a közérdeket a társasági jogban?<br>a) A diszpozitív szabályozás.<br>b) A cégnyilvánosság elve.<br>c) A választott bírósági eljárás igénybevételének lehetősége.<br>d) Egyik sem.	A cégnyilvánosság elve.
Melyik társasági forma nem hozható létre egyszemélyes gazdasági társaságként?<br>a) Egyszemélyes korlátolt felelősségű társaság.<br>b) Egyszemélyes betéti társaság.<br>c) Egyszemélyes részvénytársaság.<br>d) Mindhárom forma létrehozható.	Egyszemélyes betéti társaság.
Melyik társasági forma hozható létre egyszemélyes gazdasági társaságként?<br>a) Egyszemélyes betéti társaság.<br>b) Egyszemélyes korlátolt felelősségű társaság.<br>c) Egyszemélyes közkereseti társaság.<br>d) Egyik sem hozható létre.	Egyszemélyes korlátolt felelősségű társaság.
Hány tag alapíthat közkereseti társaságot?<br>a) Legalább egy beltag.<br>b) Legalább egy beltag és egy kültag.<br>c) Legalább két tag.<br>d) Legalább két beltag.	Legalább két tag.
Milyen célt szolgál a társasági formakényszer?<br>a) A hitelezők védelmét.<br>b) A kisebbségi jogok védelmét.<br>c) A társulási szabadság érvényre jutását.<br>d) A közérdeket.	A közérdeket.
Hányféle társasági formában alapítható gazdasági társaság? Sorolja is fel őket.<br>a) 3, a következők: Bt., Kft., Zrt.<br>b) 4, a következők: Kkt., Bt., Kft., Zrt.<br>c) 5, a következők: Kkt., Bt., Kft., Zrt., Nyrt.<br>d) Egyik fenti válasz sem megfelelő	4, a következők: Kkt., Bt., Kft., Zrt.
Az alábbiak közül melyik szervezet nem rendelkezik jogi személyiséggel?<br>a) A korlátolt felelősségű társaság.<br>b) A betéti társaság.<br>c) A részvénytársaság.<br>d) Mindegyik rendelkezik.	Mindegyik rendelkezik.
Az alábbiak közül melyik szervezet nem rendelkezik jogi személyiséggel?<br>a) A korlátolt felelősségű társaság.<br>b) Az egyéni cég.<br>c) A részvénytársaság.<br>d) Mindegyik rendelkezik.	Az egyéni cég.
Az alábbiak közül melyik nem lehet apport gazdasági társaság alapítása során?<br>a) Egy személyautó.<br>b) Egy találmány.<br>c) Szerződésen alapuló követelés.<br>d) A fentiek mindegyike lehet apport.	Szerződésen alapuló követelés.
Melyik állítás igaz?<br>a) Közkereseti társaság nem lehet egy korlátolt felelősségű társaságnak tagja.<br>b) Betéti társaság nem lehet egy közkereseti társaságnak tagja.<br>c) Korlátolt felelősségű társaság nem lehet egy betéti társaságnak beltagja.<br>d) Részvénytársaságnak csak természetes személyek lehetnek a tagjai.	Betéti társaság nem lehet egy közkereseti társaságnak tagja.
Melyiket nem kezdeményezhetik a G.T. szavazati jogok 5%-ával rendelkező tagjai?<br>a) Egyedi könyvvizsgálatot.<br>b) A legfőbb szerv összehívását.<br>c) Egy tag kizárását.<br>d) A társaság igényének érvényesítését egy taggal szemben.	Egy tag kizárását.
Kik szavazhatnak a gazdasági társaság legfőbb szervének ülésén?<br>a) A társaság tagjai.<br>b) A társaság tagjai és a vezető tisztségviselő.<br>c) A tagok és a felügyelő bizottság tagjai.<br>d) A tagok és a cégvezetők.	A társaság tagjai.
Melyik tartozik a gazdasági társaság felügyelőbizottságának feladatai közé?<br>a) A vezető tisztségviselő megválasztása és visszahívása.<br>b) A könyvvizsgáló ellenőrzése.<br>c) Az ügyvezetés ellenőrzése.<br>d) A beszámoló elkészítése.	Az ügyvezetés ellenőrzése.
A gazdasági társaság melyik szerve kezdeményezheti egy tag kizárását?<br>a) A felügyelő bizottság.<br>b) A legfőbb szerv.<br>c) A vezető tisztségviselő.<br>d) Egyik sem, mert tagot nem lehet kizárni.	A legfőbb szerv.
Melyik szerv dönt a társaság jogutód nélküli megszűnéséről?<br>a) A legfőbb szerv.<br>b) A felügyelő bizottság.<br>c) A vezető tisztségviselő.<br>d) A könyvvizsgáló. 	A legfőbb szerv.
Melyik állítás hamis a Kft-re vonatkozóan?<br>a) Kft. esetén a tagok törzsbetétei különböző mértékűek lehetnek.<br>b) Az egyes törzsbetétek mértéke legalább 100.000 Ft.<br>c) A törzstbetétek összege a törzstőke, melynek minimális mértéke 1 millió Ft.<br>d) Egy tagnak több üzletrésze is lehet.	A törzstbetétek összege a törzstőke, melynek minimális mértéke 1 millió Ft.
Melyik állítás hamis?<br>a) A Bt. alaptőkéje nem lehet kevesebb, mint 100.000 Ft.<br>b) A Zrt. alaptőkéje nem lehet kevesebb, mint 5 millió Ft.<br>c) Az Nyrt. alaptőkéje nem lehet kevesebb, mint 20 millió Ft.<br>d) A közkereseti társaság alaptőkéjére nincs minimális előírás.	A Bt. alaptőkéje nem lehet kevesebb, mint 100.000 Ft.
Kinek a tulajdona a betéti társaság vagyona?<br>a) A beltagok közös tulajdona.<br>b) Valamennyi tag közös tulajdona.<br>c) A társaság tulajdona.<br>d) Az alapító tagok közös tulajdona. 	A társaság tulajdona.
Melyik állítás hamis?<br>a) Az egyesülés jogi személyiséggel rendelkezik.<br>b) Az egyesülés vagyonát meghaladó tartozásaiért a tagok nem felelnek.<br>c) Az egyesülés saját nyereségre nem törekszik.<br>d) Az egyesülés célja a tagok tevékenységének összehangolása.	Az egyesülés vagyonát meghaladó tartozásaiért a tagok nem felelnek.
Melyik állítás igaz?<br>a) A szövetkezet tagjainak többsége természetes személy.<br>b) A szövetkezet valamennyi tagjának személyes közreműködést kell vállalnia.<br>c) Szövetkezeti jogvitára választott-bírósági eljárás nem köthető ki.<br>d) A szövetkezet nem rendelkezik jogi személyiséggel.	A szövetkezet tagjainak többsége természetes személy.
Hány személy alapíthat szövetkezetet?<br>a) Legalább 2 személy.<br>b) Legalább 7 személy.<br>c) Legalább 10 személy.<br>d) Egy személy is alapíthat.	Legalább 7 személy.
Melyik állítás hamis?<br>a) A szövetkezet közgyűlésén minden tagnak egy szavazata van.<br>b) Szövetkezetnél kötelező a könyvvizsgáló kinevezése.<br>c) Szövetkezetnél kötelező a felügyelőbizottság működése.<br>d) A szövetkezet ügyvezetését az igazgatóság látja el.	Szövetkezetnél kötelező a könyvvizsgáló kinevezése.
Melyik szervezet nem vehet részt tagként vállalatcsoportban?<br>a) Korlátolt felelősségű társaság.<br>b) Szövetkezet.<br>c) Egyesülés.<br>d) Betéti társaság.	Betéti társaság.
Melyik állítás hamis a vállalatcsoportra vonatkozóan?<br>a) Legalább egy uralkodó tag és 3 ellenőrzött tag szükséges hozzá.<br>b) A cégbíróság a cégnyilvántartásba bejegyzi.<br>c) Az uralkodó tag nem utasíthatja az ellenőrzött tagokat.<br>d) Önálló jogi személyiséggel nem rendelkezik.	Az uralkodó tag nem utasíthatja az ellenőrzött tagokat.
Az alábbiak közül ki nem lehet egyéni vállalkozó?<br>a) 17 éves, házasságot kötött személy.<br>b) Közkereseti társaság tagja.<br>c) Korlátolt felelősségű társaság tagja.<br>d) Betéti társaság kültagja.	Közkereseti társaság tagja.
Melyik szervezet vezeti az egyéni vállalkozók nyilvántartását?<br>a) A Nemzeti Adó és Vámhivatal (NAV).<br>b) A cégbíróság.<br>c) A törvényszék.<br>d) A céginformációs szolgálat.	A Nemzeti Adó és Vámhivatal (NAV).
