Melyik állítás igaz?<br>a) Egy jogszabály nem érvényes, ha a köztársasági elnök nem írta alá.<br>b) Egy rendelet nem érvényes, ha ellenkezik egy törvénnyel.<br>c) Egy jogszabály akkor is érvényes, ha nem hirdették ki.<br>d) Mindhárom fenti állítás hamis.	b) Egy rendelet nem érvényes, ha ellenkezik egy törvénnyel.	02_Jogszabalytan
Melyik állítás igaz?<br>a) A jogszabályok tudományos értelmezésének csak az adott ügyben van kötelező ereje.<br>b) A jogalkotói jogszabály értelmezés minden címzettre nézve kötelező.<br>c) A jogalkalmazói jogszabály értelmezésnek nincs kötelező ereje.<br>d) A jogalkotói jogszabály értelmezés tilos.	b) A jogalkotói jogszabály értelmezés minden címzettre nézve kötelező.	02_Jogszabalytan
Melyik állítás igaz?<br>a) A közigazgatási szervek eljárása mindig kezdeményezésre indul.<br>b) A jogalanyok önkéntes jogkövetését is jogalkalmazásnak tekintjük.<br>c) A jogalkalmazás célja mindig valamilyen jogsérelem orvoslása.<br>d) A jogalkalmazás utolsó lépése a tényállás megállapítása.	b) A jogalanyok önkéntes jogkövetését is jogalkalmazásnak tekintjük.	02_Jogszabalytan
Melyik nem következhet be a jogalkalmazás eredményeképpen?<br>a) Jogviszony keletkezése.<br>b) Jogviszony megszűnése.<br>c) Jogviszony módosulása.<br>d) Mindhárom fenti bekövetkezhet.	d) Mindhárom fenti bekövetkezhet.	02_Jogszabalytan
Mely szerv biztosítja a bíróságok egységes jogalkalmazását?<br>a) Az alkotmánybíróság.<br>b) A törvényszék.<br>c) Az ítélőtábla.<br>d) A Kúria.	d) A Kúria.	02_Jogszabalytan
Mely szerv biztosítja a bíróságok egységes jogalkalmazását?<br>a) Az alkotmánybíróság.<br>b) Az ítélőtábla.<br>c) A Kúria.<br>d) Egyik sem.	c) A Kúria.	02_Jogszabalytan
Melyik nem tartozik a jogszabály értelmezésének módszerei közé?<br>a) A rendszertani értelmezés.<br>b) A történeti értelmezés.<br>c) A módszertani értelmezés.<br>d) A logikai értelmezés.	c) A módszertani értelmezés.	02_Jogszabalytan
A jogviszony szerkezeti elemei közé tartozik<br>a) a jogviszony helye.<br>b) a jogviszony ideje.<br>c) a jogviszony tartalma.<br>d) Egyik sem.	c) a jogviszony tartalma.	02_Jogszabalytan
Ingatlan adásvételi szerződés esetén a jogviszony tárgya<br>a) a vételár kifizetése.<br>b) a tulajdonjog átruházása.<br>c) az ingatlan.<br>d) Egyik sem.	c) az ingatlan.	02_Jogszabalytan
Melyik állítás hamis?<br>a) A kötelmi jogban a relatív szerkezetű jogviszonyok jellemzők.<br>b) A tulajdonjog abszolút szerkezetű jogviszony.<br>c) Ha több, mint 2 fél szerepel a szerződésben, az abszolút szerkezetű jogviszonyt eredményez.<br>d) A károkozás relatív szerkezetű jogviszonyt teremt.	c) Ha több, mint 2 fél szerepel a szerződésben, az abszolút szerkezetű jogviszonyt eredményez.	02_Jogszabalytan
Az alábbiak (a,b,c) közül melyik nem rendelkezik jogi személyiséggel?<br>a) Az Állam.<br>b) Az egyesület.<br>c) A társasház.<br>d) Mindegyik rendelkezik.	c) A társasház.	02_Jogszabalytan
Az alábbiak (a,b,c) közül melyik nem rendelkezik jogi személyiséggel?<br>a) Az Állam.<br>b) Az egyesület.<br>c) Az egyetem.<br>d) Mindegyik rendelkezik.	d) Mindegyik rendelkezik.	03_Szemelyek_joga
Melyik állítás igaz?<br>a) Együttes kötelezettek bármelyikétől az egész tartozás követelhető.<br>b) Egyetemleges kötelezettek egyidejűleg, de arányosan kötelesek teljesíteni.<br>c) A kezes az adóssal fele-fele arányban köteles teljesíteni a tartozást.<br>d) Mindhárom fenti állítás hamis.	d) Mindhárom fenti állítás hamis.	03_Szemelyek_joga
Az alábbi 3 állítás (a,b,c) közül melyik hamis?<br>a) Aki jogképes, az önállóan köthet szerződést.<br>b) Aki jogképes, az jogosultságok alanya lehet.<br>c) Aki betöltötte a 14. életévét az jogképes.<br>d) Mindhárom előző állítás igaz.	a) Aki jogképes, az önállóan köthet szerződést.	03_Szemelyek_joga
Melyik állítás igaz?<br>a) A jogképesség a születéssel kezdődik.<br>b) A jogképesség mindig a születés előtti 300-adik napon kezdődik.<br>c) A jogképesség mindig a fogamzástól kezdődik.<br>d) A magzat jogképessége feltételes.	d) A magzat jogképessége feltételes.	03_Szemelyek_joga
Melyik állítás igaz?<br>a) A bíróság korlátozhatja a természetes személy jogképességét.<br>b) A Ptk. nem korlátozhatja az ember cselekvőképességét.<br>c) Aki cselekvőképes, az önállóan köthet szerződést.<br>d) Mindhárom fenti állítás hamis.	c) Aki cselekvőképes, az önállóan köthet szerződést.	03_Szemelyek_joga
Az alábbi 3 állítás (a,b,c) közül melyik hamis?<br>a) 17 éves személy is lehet nagykorú.<br>b) 17 éves személy is lehet cselekvőképes.<br>c) 13 éves személy is lehet korlátozottan cselekvőképes.<br>d) Mindhárom előző állítás igaz.	c) 13 éves személy is lehet korlátozottan cselekvőképes.	03_Szemelyek_joga
Az alábbi 3 állítás (a,b,c) közül melyik hamis?<br>a) A kiskorú személy a házasságkötéssel nagykorúvá válik.<br>b) 17 éves személy is lehet cselekvőképes.<br>c) A 13 éves személy minden esetben cselekvőképtelennek minősül.<br>d) Mindhárom előző állítás igaz.	d) Mindhárom előző állítás igaz.	03_Szemelyek_joga
Az alábbi 3 állítás (a,b,c) közül melyik hamis?<br>a) Nagykorú személy is lehet cselekvőképtelen.<br>b) Kiskorú személy is lehet korlátozottan cselekvőképes.<br>c) A kiskorú személy házasságkötése minden esetben érvénytelen.<br>d) Mindhárom előző állítás igaz.	c) A kiskorú személy házasságkötése minden esetben érvénytelen.	03_Szemelyek_joga
Mit nem tehet meg önállóan a korlátozottan cselekvőképes kiskorú?<br>a) Tetszőleges értékű ajándékot adhat.<br>b) Tetszőleges értékű ajándékot elfogadhat.<br>c) Rendelkezhet munkával szerzett jövedelmével.<br>d) Mindhárom fenti jognyilatkozatot megteheti önállóan.	a) Tetszőleges értékű ajándékot adhat.	03_Szemelyek_joga
Melyik nem tartozik a gyám feladatai közé?<br>a) A gyermek gondozása, nevelése.<br>b) A gyermek vagyonának kezelése.<br>c) A gyermek törvényes képviselete.<br>d) Mindhárom fenti a gyám feladatai közé tartozik.	d) Mindhárom fenti a gyám feladatai közé tartozik.	03_Szemelyek_joga
Melyikkel nem feltétlenül kell rendelkeznie a jogi személynek?<br>a) Székhellyel.<br>b) Saját vagyonnal.<br>c) Telephellyel.<br>d) Képviselővel.	c) Telephellyel.	03_Szemelyek_joga
Ki felel a jogi személy tartozásaiért?<br>a) A vezető tisztségviselő.<br>b) A döntéshozó szerv.<br>c) A tagok és alapítók.<br>d) Egyik sem.	d) Egyik sem.	03_Szemelyek_joga
Mikor jön létre a jogi személy?<br>a) A létesítő okirat aláírásakor.<br>b) A bejegyzési kérelem bírósághoz történő benyújtásakor.<br>c) A bírósági nyilvántartásba vétel megtörténtekor.<br>d) A bírósági határozat kézbesítésekor.	c) A bírósági nyilvántartásba vétel megtörténtekor.	03_Szemelyek_joga
Ki látja el a jogi személy tulajdonosainak érdekvédelmét?<br>a) A könyvvizsgáló.<br>b) A vezető tisztségviselő.<br>c) A felügyelőbizottság.<br>d) Egyik sem.	c) A felügyelőbizottság.	03_Szemelyek_joga
Ki látja el a jogi személy törvényes működésének felügyeletét?<br>a) Az ügyészség.<br>b) A felügyelőbizottság.<br>c) A nyilvántartó bíróság.<br>d) Egyik sem.	c) A nyilvántartó bíróság.	03_Szemelyek_joga
Melyik állítás hamis?<br>a) Összeolvadásnál a korábbi jogi személyek megszűnnek.<br>b) Kiválásnál a jogi személy megszűnik.<br>c) Különválásnál a jogi személy megszűnik.<br>d) Átalakulásnál a korábbi jogi személy megszűnik.	b) Kiválásnál a jogi személy megszűnik.	03_Szemelyek_joga
Melyik nem tartozik a (jogi személy) jogutód nélküli megszűnés esetei közé?<br>a) A tagok kimondják a megszűnést.<br>b) A létesítő okiratban meghatározott idő eltelik.<br>c) A jogi személy tartozása meghaladja a vagyonát.<br>d) A jogosult szerv megszünteti.	c) A jogi személy tartozása meghaladja a vagyonát.	03_Szemelyek_joga
Melyik állítás igaz?<br>a) Alapítvány létrehozásához legalább 10 alapító szükséges.<br>b) Az egyesület megszűnik, ha tagjainak száma tartósan nem éri el a 12 főt.<br>c) Az egyesület átalakulhat alapítvánnyá.<br>d) Egyik fenti állítás sem igaz.	d) Egyik fenti állítás sem igaz.	03_Szemelyek_joga
Melyik állítás igaz?<br>a) Alapítvány létrehozásához legalább 10 alapító szükséges.<br>b) Az egyesület megszűnik, ha tagjainak száma tartósan nem éri el a 10 főt.<br>c) Az alapítvány átalakulhat egyesületté.<br>d) Egyik fenti állítás sem igaz.	b) Az egyesület megszűnik, ha tagjainak száma tartósan nem éri el a 10 főt.	03_Szemelyek_joga
Egyesületnél mely esetben kötelező a felügyelőbizottság létrehozása?<br>a) Ha a tagok több, mint negyede nem természetes személy.<br>b) Ha a tagok létszáma az 50 főt meghaladja.<br>c) Ha a könyvvizsgáló ezt kéri.<br>d) Egyik fenti esetben sem kötelező.	d) Egyik fenti esetben sem kötelező.	04_Tarsasagi_jog
Egyesületnél mely esetben kötelező a felügyelőbizottság létrehozása?<br>a) Ha a tagok több, mint fele nem természetes személy.<br>b) Ha a tagok létszáma az 50 főt meghaladja.<br>c) Ha a könyvvizsgáló ezt kéri.<br>d) Egyik fenti esetben sem kötelező.	a) Ha a tagok több, mint fele nem természetes személy.	04_Tarsasagi_jog
Melyik állítás igaz?<br>a) Alapítvány nem, de egyesület létrehozható gazdasági tevékenység folytatására.<br>b) Egyesület nem, de alapítvány létrehozható gazdasági tevékenység folytatására.<br>c) Sem egyesület, sem alapítvány nem hozható létre gazdasági tevékenység folytatására.<br>d) Egyesület és alapítvány is létrehozható gazdasági tevékenység folytatására.	c) Sem egyesület, sem alapítvány nem hozható létre gazdasági tevékenység folytatására.	04_Tarsasagi_jog
Melyik jellemző a kontinentális (német) társasági modellre?<br>a) Erősen megosztott a tulajdonosi szerkezet.<br>b) Csekély a társasági formaválaszték.<br>c) A társasági szervek élesen elkülönülnek egymástól.<br>d) Egyik sem jellemző.	c) A társasági szervek élesen elkülönülnek egymástól.	04_Tarsasagi_jog
Melyik nem jellemző az angol-amerikai társasági modellre?<br>a) A társasági jog szorosan összefonódik a tőkepiac intézményeivel.<br>b) A társaságnak egységes vezető szerve van.<br>c) A könyvvizsgáló szerepe és felelőssége csekély.<br>d) Mindegyik fenti állítás jellemző rá.	c) A könyvvizsgáló szerepe és felelőssége csekély.	04_Tarsasagi_jog
Az alábbiak közül melyik szolgálja a közérdeket a társasági jogban?<br>a) A diszpozitív szabályozás.<br>b) A cégnyilvánosság elve.<br>c) A választott bírósági eljárás igénybevételének lehetősége.<br>d) Egyik sem.	b) A cégnyilvánosság elve.	04_Tarsasagi_jog
Melyik társasági forma nem hozható létre egyszemélyes gazdasági társaságként?<br>a) Egyszemélyes korlátolt felelősségű társaság.<br>b) Egyszemélyes betéti társaság.<br>c) Egyszemélyes részvénytársaság.<br>d) Mindhárom forma létrehozható.	b) Egyszemélyes betéti társaság.	04_Tarsasagi_jog
Melyik társasági forma hozható létre egyszemélyes gazdasági társaságként?<br>a) Egyszemélyes betéti társaság.<br>b) Egyszemélyes korlátolt felelősségű társaság.<br>c) Egyszemélyes közkereseti társaság.<br>d) Egyik sem hozható létre.	b) Egyszemélyes korlátolt felelősségű társaság.	04_Tarsasagi_jog
Hány tag alapíthat közkereseti társaságot?<br>a) Legalább egy beltag.<br>b) Legalább egy beltag és egy kültag.<br>c) Legalább két tag.<br>d) Legalább két beltag.	c) Legalább két tag.	04_Tarsasagi_jog
Milyen célt szolgál a társasági formakényszer?<br>a) A hitelezők védelmét.<br>b) A kisebbségi jogok védelmét.<br>c) A társulási szabadság érvényre jutását.<br>d) A közérdeket.	d) A közérdeket.	04_Tarsasagi_jog
Hányféle társasági formában alapítható gazdasági társaság? Sorolja is fel őket.<br>a) 3, a következők:<br>b) 4, a következők: Kkt., Bt., Kft., Zrt.<br>c) 5, a következők:<br>d) Egyik fenti válasz sem megfelelő.	b) 4, a következők: Kkt., Bt., Kft., Zrt.	04_Tarsasagi_jog
Az alábbiak közül melyik szervezet nem rendelkezik jogi személyiséggel?<br>a) A korlátolt felelősségű társaság.<br>b) A betéti társaság.<br>c) A részvénytársaság.<br>d) Mindegyik rendelkezik.	d) Mindegyik rendelkezik.	04_Tarsasagi_jog
Az alábbiak közül melyik szervezet nem rendelkezik jogi személyiséggel?<br>a) A korlátolt felelősségű társaság.<br>b) Az egyéni cég.<br>c) A részvénytársaság.<br>d) Mindegyik rendelkezik.	b) Az egyéni cég.	04_Tarsasagi_jog
Az alábbiak közül melyik nem lehet apport gazdasági társaság alapítása során?<br>a) Egy személyautó.<br>b) Egy találmány.<br>c) Szerződésen alapuló követelés.<br>d) A fentiek mindegyike lehet apport.	c) Szerződésen alapuló követelés.	04_Tarsasagi_jog
Melyik állítás igaz?<br>a) Közkereseti társaság nem lehet egy korlátolt felelősségű társaságnak tagja.<br>b) Betéti társaság nem lehet egy közkereseti társaságnak tagja.<br>c) Korlátolt felelősségű társaság nem lehet egy betéti társaságnak beltagja.<br>d) Részvénytársaságnak csak természetes személyek lehetnek a tagjai.	b) Betéti társaság nem lehet egy közkereseti társaságnak tagja.	04_Tarsasagi_jog
Melyiket nem kezdeményezhetik a G.T. szavazati jogok 5%-ával rendelkező tagjai?<br>a) Egyedi könyvvizsgálatot.<br>b) A legfőbb szerv összehívását.<br>c) Egy tag kizárását.<br>d) A társaság igényének érvényesítését egy taggal szemben.	c) Egy tag kizárását.	04_Tarsasagi_jog
Kik szavazhatnak a gazdasági társaság legfőbb szervének ülésén?<br>a) A társaság tagjai.<br>b) A társaság tagjai és a vezető tisztségviselő.<br>c) A tagok és a felügyelő bizottság tagjai.<br>d) A tagok és a cégvezetők.	a) A társaság tagjai.	04_Tarsasagi_jog
Melyik tartozik a gazdasági társaság felügyelőbizottságának feladatai közé?<br>a) A vezető tisztségviselő megválasztása és visszahívása.<br>b) A könyvvizsgáló ellenőrzése.<br>c) Az ügyvezetés ellenőrzése.<br>d) A beszámoló elkészítése.	c) Az ügyvezetés ellenőrzése.	04_Tarsasagi_jog
A gazdasági társaság melyik szerve kezdeményezheti egy tag kizárását?<br>a) A felügyelő bizottság.<br>b) A legfőbb szerv.<br>c) A vezető tisztségviselő.<br>d) Egyik sem, mert tagot nem lehet kizárni.	b) A legfőbb szerv.	05_Egyeb_jogalanyok
Melyik szerv dönt a társaság jogutód nélküli megszűnéséről?<br>a) A legfőbb szerv.<br>b) A felügyelő bizottság.<br>c) A vezető tisztségviselő.<br>d) A könyvvizsgáló.	a) A legfőbb szerv.	05_Egyeb_jogalanyok
Melyik állítás hamis a Kft-re vonatkozóan?<br>a) Kft. esetén a tagok törzsbetétei különböző mértékűek lehetnek.<br>b) Az egyes törzsbetétek mértéke legalább 100.000 Ft.<br>c) A törzstbetétek összege a törzstőke, melynek minimális mértéke 1 millió Ft.<br>d) Egy tagnak több üzletrésze is lehet.	c) A törzstbetétek összege a törzstőke, melynek minimális mértéke 1 millió Ft.	05_Egyeb_jogalanyok
Melyik állítás hamis?<br>a) A Bt. alaptőkéje nem lehet kevesebb, mint 100.000 Ft.<br>b) A Zrt. alaptőkéje nem lehet kevesebb, mint 5 millió Ft.<br>c) Az Nyrt. alaptőkéje nem lehet kevesebb, mint 20 millió Ft.<br>d) A közkereseti társaság alaptőkéjére nincs minimális előírás.	a) A Bt. alaptőkéje nem lehet kevesebb, mint 100.000 Ft.	05_Egyeb_jogalanyok
Kinek a tulajdona a betéti társaság vagyona?<br>a) A beltagok közös tulajdona.<br>b) Valamennyi tag közös tulajdona.<br>c) A társaság tulajdona.<br>d) Az alapító tagok közös tulajdona.	c) A társaság tulajdona.	05_Egyeb_jogalanyok
Melyik állítás hamis?<br>a) Az egyesülés jogi személyiséggel rendelkezik.<br>b) Az egyesülés vagyonát meghaladó tartozásaiért a tagok nem felelnek.<br>c) Az egyesülés saját nyereségre nem törekszik.<br>d) Az egyesülés célja a tagok tevékenységének összehangolása.	b) Az egyesülés vagyonát meghaladó tartozásaiért a tagok nem felelnek.	05_Egyeb_jogalanyok
Melyik állítás igaz?<br>a) A szövetkezet tagjainak többsége természetes személy.<br>b) A szövetkezet valamennyi tagjának személyes közreműködést kell vállalnia.<br>c) Szövetkezeti jogvitára választott-bírósági eljárás nem köthető ki.<br>d) A szövetkezet nem rendelkezik jogi személyiséggel.	a) A szövetkezet tagjainak többsége természetes személy.	05_Egyeb_jogalanyok
